Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
0,0,23,1,1,919,3,2,3,3,3,3,3,3,3,3,4,4,3,3,112,95.0
1,0,36,0,1,1208,4,5,5,5,4,4,4,4,2,1,2,2,3,4,3,0.0
1,1,30,0,1,843,4,4,4,3,4,3,3,3,5,3,2,3,4,3,149,116.0
1,1,33,0,0,337,4,4,4,1,2,4,2,2,4,4,4,4,4,2,87,75.0
1,0,57,1,1,719,4,4,4,1,5,4,5,5,3,2,4,4,5,5,27,28.0
0,1,27,0,1,460,2,3,1,3,4,1,4,4,1,5,2,2,2,4,62,43.0
0,0,17,1,1,647,2,2,2,4,2,2,2,2,2,1,3,4,4,2,6,0.0
1,0,8,1,1,2106,2,2,2,4,3,2,3,3,2,5,4,1,3,3,7,32.0
0,0,37,1,1,125,3,2,3,3,2,3,2,2,3,3,3,4,3,2,6,4.0
1,0,60,0,0,3626,2,2,2,2,4,5,4,5,5,5,5,3,5,5,35,36.0
1,0,64,1,1,1728,4,1,4,3,1,4,1,1,3,1,3,2,4,1,18,24.0
1,0,53,1,1,214,2,2,2,3,4,2,4,4,3,4,2,4,2,4,0,0.0
1,0,48,1,1,284,2,5,3,4,5,3,5,5,3,3,2,1,2,5,0,0.0
0,0,65,1,0,1042,4,5,4,4,3,5,4,4,4,4,2,5,4,5,48,30.0
1,0,25,1,1,1009,0,5,0,4,5,0,5,5,5,3,5,3,4,5,0,0.0
1,1,63,0,1,749,3,3,3,3,1,3,1,1,2,2,4,2,4,1,0,17.0
1,0,48,0,0,3020,5,5,5,5,5,3,1,5,5,5,5,3,5,1,54,41.0
0,0,26,1,1,101,2,3,2,3,4,2,4,4,3,5,3,1,4,4,4,10.0
0,0,19,1,1,601,2,4,2,2,1,2,1,1,3,2,4,3,4,1,46,39.0
0,0,25,0,0,562,2,5,5,5,2,2,2,2,2,5,3,1,4,2,11,9.0
1,0,39,0,0,306,3,2,3,2,5,4,4,3,3,3,3,4,3,2,42,28.0
1,0,16,1,1,945,3,1,3,3,2,3,2,2,3,1,3,1,4,2,46,59.0
1,0,42,0,0,3605,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0.0
0,0,52,0,0,413,5,5,5,5,5,5,4,5,5,5,5,4,5,3,4,2.0
0,0,26,1,1,1180,3,4,2,1,1,2,1,1,3,4,4,4,4,1,0,0.0
0,0,41,0,0,3238,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0.0
1,0,56,0,0,3435,3,3,3,3,4,5,5,5,5,5,4,5,5,3,0,0.0
0,0,38,0,0,2472,5,5,3,5,3,4,4,5,5,5,5,3,5,5,0,0.0
0,1,49,0,0,980,2,2,2,2,3,2,3,3,3,5,5,4,4,3,11,6.0
1,1,41,0,0,354,1,1,1,2,1,1,1,1,3,3,4,4,4,1,0,0.0
0,0,40,0,0,3011,5,5,5,5,4,5,5,5,5,4,5,5,5,4,9,56.0
1,0,32,0,0,738,4,4,4,4,4,4,4,4,4,2,4,3,3,4,0,3.0
0,0,63,1,1,487,2,5,2,3,3,4,5,3,3,2,3,4,3,5,0,0.0
0,0,27,1,1,719,2,5,2,4,3,2,2,3,5,4,4,5,5,3,124,105.0
1,0,39,1,1,583,2,5,2,2,2,2,2,2,3,2,4,3,5,2,0,0.0
0,0,29,1,1,1464,5,5,5,3,4,5,4,4,5,5,5,4,4,4,30,6.0
0,0,58,0,0,1958,1,1,1,1,2,1,1,5,5,5,5,4,5,5,13,18.0
0,0,31,0,0,642,3,3,3,3,4,4,4,4,1,5,3,1,5,4,66,68.0
0,0,43,1,1,444,3,4,3,1,2,4,5,1,1,3,1,3,1,4,7,10.0
1,0,24,1,1,190,2,3,2,2,5,2,5,5,3,2,2,1,3,5,0,0.0
0,0,33,0,2,1598,1,5,4,4,1,2,1,1,3,1,3,3,4,1,0,0.0
0,1,37,0,1,1036,4,4,4,3,1,4,1,1,1,4,5,5,4,1,5,17.0
0,0,18,1,2,549,2,5,2,3,2,2,2,2,5,5,4,5,4,2,0,0.0
1,0,64,1,1,862,3,5,2,3,4,2,4,4,3,5,5,4,5,4,25,21.0
0,1,49,0,0,1013,1,2,2,5,4,1,4,4,3,4,5,5,4,4,0,0.0
0,0,56,1,1,236,3,3,3,3,5,2,5,4,4,3,4,1,4,5,57,52.0
1,0,44,0,1,373,5,1,1,1,5,5,5,5,2,1,2,5,5,5,0,0.0
0,0,58,0,0,222,5,5,5,5,3,5,5,5,5,4,5,4,5,4,0,0.0
1,1,32,0,0,157,3,3,3,3,2,3,2,2,5,2,4,3,4,2,0,0.0
1,1,30,0,1,759,1,1,1,1,4,1,4,4,5,2,4,2,1,4,0,0.0
0,0,49,1,2,427,4,4,5,1,2,4,5,3,3,5,3,5,3,3,0,0.0
0,0,43,0,0,3004,3,3,3,3,2,4,3,2,2,2,3,1,2,2,0,0.0
1,1,28,0,0,2342,3,3,3,4,3,3,3,3,3,5,5,4,4,3,0,0.0
1,0,59,1,1,325,3,2,3,3,3,3,3,3,2,4,3,4,3,3,0,0.0
1,0,55,0,0,2607,5,5,5,5,4,4,4,1,5,3,1,4,3,4,0,0.0
1,0,38,1,1,190,2,4,2,3,4,2,4,4,3,2,4,4,5,4,0,0.0
0,1,23,0,1,452,5,0,5,1,1,5,1,1,4,5,5,3,5,1,54,44.0
1,1,24,0,1,791,3,3,3,3,5,3,5,5,2,1,3,1,3,5,39,6.0
0,0,43,0,0,362,4,4,4,4,4,4,3,4,4,3,4,3,4,3,47,45.0
0,0,41,0,1,373,5,2,2,2,5,5,5,5,2,5,4,3,2,5,0,0.0
1,0,72,0,0,1747,1,3,3,3,5,1,3,1,1,1,1,3,1,2,0,0.0
1,0,31,0,2,404,4,4,4,4,4,4,4,4,1,2,2,4,2,4,17,3.0
0,0,41,0,0,3108,3,1,1,1,3,3,3,3,3,3,3,1,3,2,0,2.0
0,0,46,1,1,187,1,4,1,2,5,4,5,1,1,1,1,4,1,4,9,3.0
1,0,49,1,0,726,3,3,3,4,1,3,4,4,4,3,4,4,4,2,0,0.0
1,0,27,0,0,183,4,4,4,4,5,4,4,5,4,3,4,3,4,5,0,7.0
1,0,46,0,1,163,5,4,4,4,5,5,5,5,1,4,2,1,2,5,0,0.0
1,0,24,0,0,2536,1,3,5,3,1,1,1,1,2,3,3,4,3,1,10,22.0
1,0,22,0,0,2027,2,2,2,2,4,4,4,4,5,3,4,4,4,4,7,2.0
1,1,34,0,1,860,3,3,3,1,3,3,3,3,1,5,2,1,5,3,0,0.0
1,0,14,0,1,1504,3,3,3,3,3,3,2,3,1,5,3,1,3,3,0,0.0
1,0,60,0,1,224,3,5,5,5,3,3,3,3,3,3,3,1,4,3,0,0.0
0,1,23,0,1,196,5,0,5,1,5,1,3,5,2,4,4,3,4,3,154,154.0
0,0,14,1,1,308,4,4,4,2,2,4,2,2,3,2,4,4,5,2,2,0.0
0,1,21,0,0,407,5,0,5,2,5,5,5,5,5,3,4,5,5,5,39,38.0
1,0,69,1,1,425,3,1,3,2,2,3,2,2,1,1,2,3,3,2,0,0.0
0,0,16,1,0,1325,5,4,5,3,5,4,4,5,5,4,5,4,4,4,243,226.0
1,0,53,0,1,432,4,3,3,3,4,4,4,4,4,3,3,1,4,4,0,5.0
1,0,64,1,1,1259,4,5,4,2,2,4,2,2,4,5,3,4,4,2,20,5.0
0,0,49,0,2,315,4,4,4,4,2,2,1,4,4,4,4,2,4,2,0,8.0
1,1,26,0,0,271,2,0,2,3,2,2,5,1,4,3,4,5,1,5,113,203.0
0,0,52,0,0,332,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,0.0
0,1,25,0,1,1189,3,3,3,4,4,3,4,4,3,4,4,1,4,4,31,29.0
0,0,45,0,0,3334,2,4,2,2,4,5,5,4,4,4,4,3,4,5,51,48.0
0,0,28,1,2,867,4,4,4,4,5,4,5,5,4,3,5,4,4,5,30,13.0
1,0,67,1,1,2342,3,4,3,3,5,3,2,5,4,2,3,1,4,5,0,0.0
0,0,23,1,2,101,4,4,4,4,5,4,5,5,3,2,4,4,5,5,0,0.0
0,1,28,0,1,160,4,2,4,4,1,4,1,1,2,4,3,1,4,1,52,44.0
0,0,52,0,0,2035,4,3,4,4,5,5,5,5,5,5,5,4,5,4,4,0.0
0,1,37,0,1,308,2,0,2,1,5,2,5,5,2,2,3,1,5,5,0,3.0
0,0,53,0,0,302,2,1,1,1,5,4,4,2,2,2,2,1,2,2,2,0.0
1,0,43,0,1,1005,4,4,4,4,5,4,5,5,4,1,4,3,3,5,0,1.0
0,0,13,0,0,1522,1,1,1,1,1,1,1,1,3,5,3,1,4,1,0,0.0
1,1,18,0,0,491,5,0,5,3,1,5,1,1,3,3,4,4,4,1,0,0.0
1,1,11,0,1,972,1,1,1,3,1,1,1,1,4,3,4,2,1,1,0,0.0
0,0,50,0,0,2454,3,3,3,3,5,3,5,3,3,3,3,3,3,5,46,24.0
0,0,28,0,0,2032,1,1,1,1,5,5,5,5,4,3,5,3,4,5,0,0.0
0,0,51,1,1,395,2,4,5,1,2,4,5,3,3,5,3,1,3,1,0,0.0
0,0,38,0,1,109,5,3,3,3,5,5,5,5,5,2,4,1,1,5,31,15.609914872308464
0,1,48,0,1,170,2,0,3,2,5,3,5,5,4,3,1,1,4,5,21,50.0
1,0,59,1,1,246,4,5,4,3,5,4,5,5,3,3,3,3,4,5,0,0.0
0,0,27,1,1,992,3,4,3,4,4,3,4,4,4,5,4,3,4,4,0,0.0
1,0,33,0,0,2445,4,4,4,4,4,4,4,4,3,3,4,5,5,4,0,0.0
0,1,24,0,1,2640,1,1,1,4,1,5,5,4,3,3,4,5,4,5,0,33.0
1,1,25,0,0,997,1,4,1,2,5,1,3,5,3,4,4,4,5,5,20,41.0
1,0,19,0,1,337,4,2,2,2,4,4,3,4,4,4,3,4,3,4,12,17.0
1,0,60,0,0,1833,4,4,4,4,1,4,5,4,4,4,4,1,4,2,0,0.0
0,0,27,0,1,1744,3,1,1,1,3,3,3,3,2,2,2,3,3,3,0,0.0
1,0,56,0,1,1013,3,4,4,4,3,3,3,3,4,5,3,3,4,3,13,7.0
0,0,68,1,1,666,4,3,4,2,1,5,2,1,1,4,1,5,1,5,2,0.0
0,0,67,0,2,1417,4,5,5,5,1,4,2,4,4,4,4,1,4,3,0,0.0
1,1,37,0,1,107,2,2,2,3,2,1,4,3,3,3,4,4,2,4,232,241.0
1,0,60,0,0,3159,2,2,1,2,5,5,4,3,3,4,3,4,3,5,0,0.0
1,0,10,1,1,980,2,4,3,3,4,3,4,4,2,4,4,4,4,4,0,0.0
1,0,64,1,1,214,4,3,4,4,5,4,5,5,3,1,3,1,3,5,0,4.0
1,1,39,0,0,216,2,2,2,3,3,2,3,3,2,1,4,2,4,3,0,0.0
0,1,25,0,1,545,4,2,4,3,2,4,2,2,2,2,4,4,3,2,0,5.0
1,0,30,0,0,1896,4,1,1,1,4,4,4,4,2,2,3,4,2,4,81,72.0
1,0,47,0,0,427,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0.0
1,0,38,0,0,2300,4,2,2,2,4,4,3,4,4,4,4,3,4,2,60,37.0
1,1,26,0,0,196,5,1,5,4,2,5,2,2,3,2,4,3,4,2,27,40.0
0,0,24,0,1,287,1,1,0,3,5,0,5,5,2,2,2,2,2,5,0,8.0
1,0,35,0,0,158,4,4,4,4,4,5,2,5,5,5,3,5,5,4,13,4.0
0,0,31,0,0,3331,1,1,1,1,5,5,5,5,4,1,2,2,5,5,0,0.0
1,1,25,0,0,403,2,5,2,5,4,2,4,4,3,2,4,5,5,4,20,1.0
0,0,39,0,0,2904,5,5,5,5,2,4,4,5,5,4,5,5,5,3,6,23.0
1,0,53,0,0,2332,5,5,5,5,5,5,5,4,4,5,4,4,4,3,0,3.0
1,0,41,0,0,296,0,0,0,3,2,5,3,4,4,4,4,4,4,3,0,0.0
0,0,34,0,0,374,3,3,3,3,4,4,1,4,4,4,4,5,4,3,0,0.0
0,0,16,1,1,1379,2,5,2,2,2,2,2,2,5,2,4,3,5,2,2,0.0
0,0,69,0,1,309,5,5,5,5,1,2,3,5,5,5,5,4,5,2,0,0.0
0,0,25,1,1,140,3,3,3,4,4,3,4,4,4,2,3,1,4,4,27,31.0
1,0,50,0,1,308,2,1,1,1,2,2,2,2,3,2,2,2,3,2,18,12.0
1,0,44,0,1,2454,4,1,1,1,4,4,4,3,4,5,4,4,5,4,0,0.0
1,0,33,0,0,109,3,3,3,3,4,4,5,4,2,3,4,4,5,4,0,1.0
0,0,41,0,0,3636,1,1,1,1,3,5,4,4,4,4,4,5,4,2,0,0.0
1,0,24,0,0,2903,3,3,3,3,3,3,3,3,4,2,2,2,2,3,0,0.0
0,0,25,1,1,588,1,3,1,1,4,1,4,4,1,2,1,3,5,4,0,0.0
1,0,40,0,1,588,5,1,1,1,5,5,5,5,1,4,3,3,5,5,0,0.0
0,0,21,0,0,3510,3,1,1,1,3,2,3,3,3,3,3,1,3,3,0,0.0
1,0,26,0,0,3960,1,1,1,1,4,4,4,4,4,2,5,4,4,4,45,48.0
1,0,59,0,0,762,1,1,1,1,5,5,5,3,3,3,3,3,3,3,0,0.0
0,1,44,0,1,1448,2,2,2,5,5,2,5,5,1,5,4,1,1,5,0,0.0
1,0,54,0,0,544,2,2,2,2,5,5,5,4,4,4,4,4,4,5,0,0.0
0,0,42,0,0,1947,2,2,2,2,2,4,4,4,4,4,4,4,4,4,29,20.0
0,0,27,0,0,347,3,3,3,3,4,4,4,4,3,5,4,3,4,4,43,38.0
0,0,26,0,2,680,5,5,5,5,5,5,5,5,1,4,5,1,3,5,12,27.0
1,0,22,0,2,493,4,1,5,5,4,4,4,4,2,4,2,3,4,4,19,6.0
0,0,44,0,0,3767,1,1,1,1,5,2,2,2,2,2,1,4,2,2,44,92.0
1,0,12,1,1,447,5,5,2,3,3,2,5,3,4,3,2,3,5,3,102,93.0
0,0,70,0,0,1810,3,5,5,5,5,4,3,5,5,4,3,4,5,3,0,12.0
0,0,39,0,2,1721,4,4,4,4,4,4,4,4,4,3,3,2,1,4,0,0.0
1,0,19,1,0,342,3,1,3,2,3,3,3,3,2,1,3,1,3,3,0,0.0
0,1,27,0,1,472,3,4,3,4,3,3,3,3,1,5,4,2,4,3,8,5.0
0,0,30,0,0,1966,3,4,4,4,3,3,3,3,4,1,3,4,3,3,0,5.0
0,0,66,1,1,346,3,5,3,2,4,5,5,1,1,3,1,4,1,5,1,0.0
0,0,29,1,1,748,2,5,2,2,5,2,1,5,4,2,4,3,5,5,0,0.0
1,0,24,1,1,836,2,4,2,1,1,2,1,1,5,4,1,1,2,1,27,54.0
1,0,45,1,1,909,3,5,3,2,1,3,1,1,4,4,5,3,4,1,0,0.0
1,0,51,0,1,1217,5,1,5,1,5,5,5,2,3,5,3,5,3,5,0,7.0
1,0,60,1,1,1609,3,5,3,4,3,3,3,3,4,5,4,5,4,3,80,82.0
0,0,63,0,2,1947,1,5,5,5,3,1,3,1,1,1,1,3,1,1,0,0.0
1,0,55,0,0,3412,2,5,5,5,1,4,3,2,2,2,2,1,2,3,0,0.0
0,0,34,0,0,1065,1,5,5,5,1,2,2,1,1,1,1,3,1,4,0,19.0
0,0,51,0,0,3461,0,0,0,1,5,1,4,4,4,4,4,1,4,1,13,0.0
0,0,59,0,0,1379,3,5,5,5,2,3,3,3,3,3,3,4,3,1,0,0.0
1,0,27,0,0,2072,2,2,2,2,4,4,4,4,2,3,4,1,5,4,6,13.0
0,0,43,0,0,3946,3,3,3,3,3,5,5,4,4,4,4,5,4,4,0,0.0
1,0,48,0,0,1722,4,5,4,4,4,2,3,4,4,4,4,2,4,1,0,0.0
1,0,22,0,0,1546,1,1,1,1,4,4,4,4,5,3,4,2,4,4,1,0.0
0,0,35,0,0,1658,2,2,5,2,1,2,1,5,5,5,3,3,5,3,6,6.0
1,0,34,0,0,1565,3,5,1,1,5,3,3,3,3,3,3,2,3,3,3,1.0
1,0,45,0,0,1852,1,1,1,1,5,5,4,2,2,2,2,5,2,5,0,0.0
1,0,43,0,1,977,2,3,3,3,2,2,2,2,4,3,2,4,3,2,5,10.0
0,0,40,0,1,192,2,5,5,5,2,2,2,2,4,2,4,4,4,2,7,0.0
1,1,27,0,1,925,2,2,2,5,5,2,5,5,2,5,5,1,4,5,4,3.0
0,0,61,1,1,300,3,1,3,2,2,2,1,3,3,3,3,1,3,1,5,28.0
1,0,54,1,1,2611,3,4,3,3,3,2,2,2,5,3,2,2,1,2,0,6.0
0,0,61,0,1,347,2,5,5,5,5,2,4,3,3,2,3,3,3,4,0,11.0
0,0,67,1,1,1192,4,5,4,1,2,4,5,5,5,4,3,5,5,5,18,24.0
0,0,52,1,1,931,2,4,2,4,4,5,4,3,3,2,3,5,3,3,9,0.0
0,1,25,0,0,920,0,0,1,1,1,1,1,1,4,3,4,5,5,1,0,0.0
0,1,44,0,0,288,5,5,5,5,4,5,4,4,4,5,4,4,4,4,0,0.0
0,1,25,0,1,1576,3,3,3,3,1,3,1,1,3,2,4,1,3,1,0,0.0
1,0,68,1,1,1235,2,4,2,4,2,2,2,2,3,5,4,3,5,2,65,71.0
0,0,32,1,1,1235,3,5,3,2,4,3,4,4,4,4,4,4,5,4,0,2.0
1,0,13,1,2,460,3,4,3,1,5,3,5,5,4,3,4,4,5,5,25,18.0
0,0,34,0,0,1668,4,4,4,4,3,5,4,4,4,4,4,4,4,5,0,0.0
1,0,50,0,0,3839,1,1,1,1,3,5,5,4,4,4,4,5,4,4,36,53.0
0,0,20,1,1,1620,3,2,3,3,2,3,5,2,3,3,4,4,3,2,0,0.0
1,0,69,0,0,2274,2,5,4,5,2,2,3,2,2,2,2,2,2,3,0,0.0
0,1,44,0,0,1670,3,3,3,4,5,3,5,5,3,2,4,2,4,5,0,8.0
1,1,25,0,0,591,5,5,5,2,5,5,5,5,5,3,4,3,5,5,1,0.0
1,0,11,1,1,1310,3,4,4,3,5,4,3,5,4,3,4,3,5,5,24,12.0
0,1,42,0,0,431,3,3,3,5,3,3,3,3,5,2,4,5,5,3,0,4.0
0,0,41,0,0,2097,2,2,2,2,2,4,4,4,4,4,4,4,4,4,55,43.0
0,1,25,0,1,1444,3,3,3,3,4,3,4,4,1,4,4,4,4,4,0,0.0
0,0,36,0,1,580,2,4,4,4,2,2,2,2,4,2,2,1,3,2,1,0.0
1,0,25,1,1,1747,4,1,4,3,1,4,1,1,3,1,2,1,3,1,0,0.0
0,0,44,0,0,696,5,5,5,5,5,4,4,4,4,4,4,3,4,3,21,26.0
1,0,32,1,1,1440,5,4,5,5,1,4,1,1,5,5,4,3,5,1,0,0.0
1,1,25,0,1,1258,3,3,3,3,3,2,2,1,2,3,3,2,1,2,199,185.0
1,0,54,0,0,1013,5,5,5,5,5,5,4,2,2,2,2,5,2,3,9,3.0
0,1,17,0,2,258,1,0,1,4,4,1,4,4,2,2,4,4,4,4,0,0.0
1,1,20,0,1,153,3,3,2,3,5,2,1,5,2,1,5,2,1,5,0,0.0
1,1,22,0,0,231,5,0,5,4,5,5,5,5,3,4,4,3,1,5,0,0.0
1,1,65,0,0,473,5,5,5,3,1,5,1,1,4,5,4,5,4,1,11,33.0
1,0,34,0,0,2164,4,4,4,4,1,1,2,2,2,2,2,1,2,4,0,6.0
1,0,27,1,1,391,2,5,2,5,1,2,1,1,3,4,5,4,5,1,1,0.0
1,1,25,0,1,646,2,1,2,2,4,2,3,4,4,4,3,2,2,4,13,1.0
0,0,26,1,1,403,3,4,2,3,2,2,2,2,3,5,4,5,5,2,53,36.0
1,0,61,1,0,646,2,2,1,4,1,4,3,2,2,1,4,4,2,2,40,21.0
0,0,12,1,1,2466,2,4,2,3,1,2,1,1,4,4,5,4,4,1,0,0.0
1,0,68,1,1,480,3,4,3,3,5,3,5,5,2,4,3,4,4,5,7,6.0
1,1,19,0,0,236,3,4,3,3,2,3,2,2,2,2,4,3,4,2,0,0.0
0,0,53,0,0,581,1,1,1,1,3,4,4,4,4,4,4,3,4,3,1,0.0
0,0,74,0,0,3589,3,3,3,3,3,4,2,3,3,3,3,1,3,4,0,3.0
1,0,47,0,0,2486,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0.0
1,1,39,0,0,370,1,1,1,4,5,1,5,5,4,5,5,5,5,5,11,9.0
0,0,53,0,0,451,2,4,4,4,3,4,4,2,2,2,2,4,2,4,22,20.0
1,0,35,0,1,119,5,5,3,5,5,5,5,5,5,2,3,1,2,5,0,0.0
0,0,42,0,0,2381,0,0,0,2,4,4,4,2,2,2,2,3,2,5,0,0.0
1,1,20,0,1,1061,3,3,3,4,2,3,3,2,2,3,4,4,3,2,0,0.0
0,1,26,0,0,1024,4,4,4,1,5,4,5,5,3,2,4,4,5,5,16,14.0
0,1,69,1,1,1334,5,4,5,3,4,5,4,4,5,4,4,3,4,4,4,0.0
1,0,51,0,0,3090,2,4,4,4,3,3,4,2,2,2,2,4,2,1,0,0.0
0,0,8,1,1,354,3,2,3,4,3,3,3,3,2,4,4,1,3,3,0,0.0
0,0,35,0,0,337,5,5,5,5,2,4,5,4,4,4,4,3,4,5,54,40.0
1,0,27,1,1,689,3,2,3,4,3,3,3,3,4,2,4,2,4,3,0,0.0
1,0,70,1,1,679,0,2,0,3,1,0,1,1,3,1,2,3,2,1,0,0.0
0,1,40,0,0,594,2,2,2,4,4,2,4,4,4,5,5,3,5,4,0,0.0
0,0,43,1,2,1592,3,5,3,2,5,3,5,1,1,3,1,4,1,3,4,34.0
1,0,57,0,0,1389,1,1,3,1,5,5,4,5,5,5,5,4,5,5,0,0.0
0,0,24,0,0,3931,3,3,3,3,3,4,3,3,1,3,5,4,4,3,0,0.0
0,0,47,0,0,2744,3,3,3,3,5,3,2,3,3,3,3,1,3,2,0,2.0
1,0,63,0,0,371,3,3,3,3,3,3,3,1,4,3,3,3,1,3,137,165.0
0,0,35,0,0,1834,5,5,5,5,5,4,4,5,5,5,5,5,5,5,10,0.0
1,0,43,0,0,3677,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,0.0
1,0,60,0,0,3664,1,3,3,3,1,3,3,1,1,1,1,4,1,3,0,3.0
0,0,54,0,0,335,2,2,2,2,1,4,4,2,2,2,2,3,2,1,0,0.0
1,0,26,0,1,1085,4,5,2,5,4,3,3,4,3,5,4,1,3,4,94,86.0
0,0,31,0,0,749,1,1,5,1,5,5,5,5,4,5,4,5,4,5,11,11.0
1,0,23,0,0,1698,2,2,2,2,5,5,5,5,3,2,1,4,3,5,101,126.0
1,0,47,1,1,1874,4,2,4,4,5,4,5,5,4,3,3,3,3,5,11,39.0
1,0,41,0,1,606,1,4,4,4,1,1,1,1,1,4,4,2,4,1,18,2.0
1,0,67,1,1,680,2,5,2,3,4,2,4,4,4,2,4,4,5,4,0,0.0
0,0,66,1,1,883,1,3,1,3,5,5,4,5,5,1,5,2,5,3,44,52.0
0,0,55,0,0,1682,4,4,4,4,3,4,4,3,3,4,5,4,3,3,0,0.0
0,0,42,1,1,135,4,0,4,4,5,4,5,2,2,4,2,3,2,3,0,0.0
1,0,17,1,1,802,2,5,2,2,4,2,4,4,2,5,3,1,4,4,0,5.0
0,0,45,1,1,531,1,3,1,3,3,4,2,2,2,1,2,1,2,4,0,0.0
1,0,36,0,0,733,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0.0
0,0,44,1,1,73,2,3,2,3,4,3,4,1,1,2,1,2,1,1,0,32.0
1,0,39,0,1,420,4,2,2,2,4,4,4,4,2,4,4,4,4,4,9,2.0
0,0,61,1,1,588,1,2,1,3,1,3,3,5,5,1,2,3,5,1,0,0.0
1,0,33,1,1,1197,3,4,3,5,4,3,3,4,5,3,4,4,5,4,0,0.0
1,0,57,0,0,651,1,4,5,4,4,1,2,1,1,1,1,3,1,2,0,0.0
1,1,24,0,1,177,5,0,4,5,1,4,1,1,1,1,3,5,5,1,0,0.0
0,1,23,0,2,764,2,0,2,4,2,2,2,2,4,3,5,1,1,2,0,0.0
1,0,35,0,0,2521,1,4,4,4,1,4,3,1,1,1,1,4,1,2,0,1.0
1,0,36,1,1,589,1,4,2,4,4,2,3,4,2,1,4,3,4,4,0,0.0
0,1,27,0,0,455,1,1,1,1,2,1,2,2,5,4,4,5,5,2,0,40.0
1,0,63,0,0,2621,2,2,3,2,5,5,5,5,5,5,5,5,5,5,8,7.0
0,0,36,0,0,3964,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,1.0
0,0,31,0,0,401,4,4,4,4,2,2,2,2,4,3,4,4,4,2,0,0.0
0,0,34,1,1,151,3,4,0,1,3,0,2,3,5,3,5,3,4,3,0,0.0
1,0,33,0,0,3988,1,1,2,1,5,5,5,5,5,5,5,3,4,5,0,0.0
1,0,41,1,1,1182,3,5,3,4,2,3,2,2,5,3,5,5,4,2,0,0.0
0,1,41,0,0,1670,2,1,1,2,3,2,4,3,3,5,3,4,5,3,0,0.0
0,0,44,1,1,501,4,2,4,4,4,4,4,2,2,4,2,2,2,4,0,0.0
0,0,41,0,0,2139,3,3,3,3,2,5,5,4,4,5,4,5,4,4,19,23.0
1,0,39,0,1,422,4,2,2,2,4,4,4,4,1,3,5,3,1,4,0,0.0
1,0,35,0,0,589,2,4,1,4,2,3,4,2,2,2,2,1,2,3,44,46.0
1,0,40,0,1,207,4,5,5,5,4,3,4,4,3,5,3,4,3,4,0,0.0
1,0,40,0,0,602,5,5,5,5,2,5,5,5,5,5,5,3,5,4,0,0.0
1,0,31,0,0,1620,3,2,4,2,3,3,3,3,2,2,2,3,4,3,0,0.0
0,0,60,1,1,589,2,4,2,2,3,5,5,5,5,2,5,3,5,4,54,84.0
0,1,22,0,1,214,4,3,3,1,5,3,5,5,5,5,5,4,5,5,2,0.0
1,0,45,1,2,1197,3,2,3,4,3,3,3,3,4,3,2,1,3,3,26,31.0
0,0,47,0,0,528,2,2,2,2,5,5,4,4,4,4,4,4,4,4,0,0.0
1,0,55,1,1,628,3,5,3,2,3,3,3,3,5,2,2,1,1,3,0,0.0
0,0,8,1,1,597,4,4,4,2,2,4,2,2,5,4,5,4,4,2,0,6.0
1,0,8,1,2,409,4,5,4,2,5,4,5,5,4,4,5,3,5,5,0,0.0
0,0,45,0,0,1123,5,5,5,5,2,5,4,5,5,5,5,5,5,3,0,5.0
0,0,63,0,0,329,2,2,2,2,5,1,5,4,4,4,4,4,4,3,0,0.0
0,0,52,0,1,594,4,4,4,4,3,2,4,4,4,4,4,4,4,5,2,0.0
0,0,58,0,0,2475,2,2,3,2,4,5,5,4,4,4,4,4,4,5,0,0.0
0,0,11,1,1,2378,2,4,2,1,3,2,3,3,4,2,4,5,1,3,0,0.0
0,1,37,0,0,158,1,1,1,3,5,1,4,5,2,3,4,3,4,5,0,0.0
0,0,57,0,0,177,5,5,5,5,1,1,1,5,5,5,3,4,5,5,91,128.0
0,0,38,0,0,3453,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0.0
1,0,57,1,1,200,3,5,3,2,4,3,4,4,4,5,4,4,5,4,0,0.0
0,0,47,0,0,999,3,3,3,3,2,5,4,5,5,5,5,5,5,4,0,0.0
1,0,53,0,0,2248,3,3,3,3,2,5,5,3,3,3,3,4,3,3,0,0.0
0,0,48,1,1,844,3,4,4,3,4,4,4,4,4,4,4,3,4,3,0,1.0
0,0,46,0,0,2414,3,3,2,3,2,5,5,3,3,3,3,3,3,4,42,30.0
0,0,47,1,1,302,4,4,4,3,2,4,5,4,4,4,4,4,4,4,23,31.0
1,0,39,0,0,1685,0,0,0,1,2,2,5,3,3,3,3,1,3,4,0,5.0
